"MethodName","Patch","Compiled","AllTestsPassed","TotalExecutionTime(ms)","Fitness","FitnessImprovement"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","|","true","false","16.598696","4.1477322730523","0.0"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:167 LESS -> GREATER | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:51 -> quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:36 |","false","false","0.0","0.0","-4.1477322730523"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:161 | gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:182 LESS -> GREATER_EQUALS |","true","false","10.799327","6.000010000600052","1.8522777275477518"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:63 -> quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:75 |","true","false","11.80379","3.0000000004656613","-1.147732272586639"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:161 | gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:182 LESS -> EQUALS |","true","false","11.807548","6.000010000600052","1.8522777275477518"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:167 LESS -> GREATER | gin.edit.statement.CopyStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:80 -> quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:136:136 |","false","false","0.0","0.0","-4.1477322730523"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:146 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:80 -> quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:81 |","false","false","0.0","0.0","-4.1477322730523"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:146 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:36 |","false","false","0.0","0.0","-4.1477322730523"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.DeleteStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:107 |","true","false","11.233195","3.0000000004656613","-1.147732272586639"
"faulty_programs.SHORTEST_PATH_LENGTHS.faulty_programs.SHORTEST_PATH_LENGTHS.shortest_path_lengths(int,Map<List<Integer>,Integer>)","| gin.edit.statement.CopyStatement quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:35 -> quixbugs/faulty_programs/SHORTEST_PATH_LENGTHS.java:122:122 |","false","false","0.0","0.0","-4.1477322730523"
